id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
217,"Đối với gói thầu mua sắm hàng hóa có biến động về giá liên tục theo thị trường, có dự toán được duyệt sau khi phê duyệt kế hoạch lựa chọn nhà thầu thì dự toán được duyệt phải được đăng tải trên Hệ thống mạng đấu thầu quốc gia trong thời hạn tối thiểu bao nhiêu ngày trước ngày có thời điểm đóng thầu?",03 ngày trước ngày có thời điểm đóng thầu,07 ngày trước ngày có thời điểm đóng thầu,09 ngày trước ngày có thời điểm đóng thầu,12 ngày trước ngày có thời điểm đóng thầu,1,Khoản 3 Điều 13 Thông tư số 79/2025/TT-BTC
218,"Theo Luật Đấu thầu 2023, điều kiện ký kết hợp đồng phải thỏa mãn nội dung nào sau đây?","Tại thời điểm ký kết, hồ sơ dự thầu, hồ sơ đề xuất của nhà thầu được lựa chọn còn hiệu lực. Đối với mua sắm tập trung áp dụng thỏa thuận khung, tại thời điểm ký kết, thỏa thuận khung còn hiệu lực.","Tại thời điểm ký kết, nhà thầu được lựa chọn phải bảo đảm đáp ứng yêu cầu về năng lực kỹ thuật, tài chính để thực hiện gói thầu theo yêu cầu của hồ sơ mời thầu, hồ sơ yêu cầu.","Chủ đầu tư phải bảo đảm các điều kiện về vốn tạm ứng, vốn thanh toán, mặt bằng thực hiện và điều kiện cần thiết khác để triển khai thực hiện gói thầu theo đúng tiến độ.",Tất cả các nội dung trên.,4,Điều 66 Luật Đấu thầu 2023
219,"Theo Luật đấu thầu, Thời gian có hiệu lực của bảo đảm dự thầu được quy định trong hồ sơ mời thầu bằng thời gian có hiệu lực của hồ sơ dự thầu cộng thêm bao nhiêu ngày?",30 ngày,40 ngày,50 ngày,60 ngày,1,"Khoản 5, Điều 14, Luật đấu thầu số 22/2023"
220,Trường hợp gói thầu có dự toán được duyệt sau khi phê duyệt kế hoạch lựa chọn nhà thầu thì dự toán được duyệt phải được đăng tải trên Hệ thống mạng đấu thầu quốc gia trong thời hạn tối thiểu bao nhiêu ngày trước ngày có thời điểm đóng thầu?,05 ngày trước ngày có thời điểm đóng thầu,07 ngày trước ngày có thời điểm đóng thầu,09 ngày trước ngày có thời điểm đóng thầu,12 ngày trước ngày có thời điểm đóng thầu,1,Khoản 3 Điều 13 Thông tư số 79/2025/TT-BTC
221,Danh sách nhà thầu đáp ứng về kỹ thuật đối với đấu thầu không qua mạng được đăng tải trên Hệ thống mạng đấu thầu quốc gia trong thời hạn bao nhiêu ngày làm việc kể từ ngày phê duyệt?,05 ngày,09 ngày,07 ngày,10 ngày,1,Điểm d Khoản 1 Điều 21 Thông tư số 79/2025/TT-BTC
222,Quyết định hủy thầu được đăng tải trên Hệ thống mạng đấu thầu quốc gia trong thời hạn bao nhiêu ngày làm việc kể từ ngày ký quyết định?,05 ngày,09 ngày,07 ngày,10 ngày,1,Điểm b Khoản 1 Điều 21 Thông tư số 79/2025/TT-BTC
223,Biên bản mở thầu đối với đấu thầu không qua mạng được đăng tải trên Hệ thống mạng đấu thầu quốc gia trong thời hạn bao nhiêu giờ kể từ thời điểm mở thầu?,24 giờ kể từ thời điểm mở thầu,36 giờ kể từ thời điểm mở thầu,48 giờ kể từ thời điểm mở thầu,60 giờ kể từ thời điểm mở thầu,1,Điểm a Khoản 1 Điều 21 Thông tư số79/2025/TT-BTC
224,Chủ đầu tư đăng tải kết quả lựa chọn nhà thầu trên Hệ thống mạng đấu thầu quốc gia trong vòng bao nhiêu ngày kể từ ngày phê duyệt kết quả lựa chọn nhà thầu?,Chậm nhất là 09 ngày làm việc,Chậm nhất là 07 ngày làm việc,Chậm nhất là 06 ngày làm việc,Chậm nhất là 05 ngày làm việc,4,Điểm a Khoản 2 Điều 20 Thông tư số79/2025/TT-BTC
225,Danh sách nhà thầu nước ngoài trúng thầu tại Việt Nam được đăng tải trên Hệ thống mạng đấu thầu quốc gia trong thời hạn bao nhiêu ngày kể từ ngày hợp đồng ký kết với nhà thầu nước ngoài có hiệu lực?,15 ngày,17 ngày,19 ngày,21 ngày,1,Điểm e Khoản 1 Điều 21 Thông tư số79/2025/TT-BTC
226,"Chủ đầu tư tiếp nhận nội dung yêu cầu làm rõ của nhà thầu và trả lời yêu cầu làm rõ hồ sơ mời thầu, E-HSMT, điều khoản tham chiếu trên Hệ thống trong thời hạn bao nhiêu ngày?",Tối thiểu 02 ngày làm việc trước ngày có thời điểm đóng thầu,Tối thiểu 03 ngày làm việc trước ngày có thời điểm đóng thầu,Tối thiểu 04 ngày làm việc trước ngày có thời điểm đóng thầu,Tối thiểu 05 ngày làm việc trước ngày có thời điểm đóng thầu,1,"Điểm b Khoản 3, Điều 18 Thông tư số79/2025/TT-BTC"
227,"Đối với lựa chọn nhà thầu không qua mạng, trường hợp cần làm rõ hồ sơ mời thầu, nhà thầu phải gửi đề nghị làm rõ đến chủ đầu tư thông qua Hệ thống mạng đấu thầu quốc gia trong thời hạn tối thiểu bao nhiêu ngày?","Tối thiểu 03 ngày làm việc (đối với đấu thầu trong nước) trước ngày có thời điểm đóng thầu để xem xét, xử lý","Tối thiểu 04 ngày làm việc (đối với đấu thầu trong nước) trước ngày có thời điểm đóng thầu để xem xét, xử lý","Tối thiểu 05 ngày làm việc (đối với đấu thầu trong nước) trước ngày có thời điểm đóng thầu để xem xét, xử lý","Tối thiểu 06 ngày làm việc (đối với đấu thầu trong nước) trước ngày có thời điểm đóng thầu để xem xét, xử lý",1,Điểm a khoản 3 Điều 18 Thông tư số79/2025/TT-BTC
228,"Đối với lựa chọn nhà thầu qua mạng, trường hợp cần làm rõ E-HSMT, điều khoản tham chiếu, nhà thầu phải gửi đề nghị làm rõ đến chủ đầu tư thông qua Hệ thống trong thời hạn tối thiểu bao nhiêu ngày làm việc trước ngày có thời điểm đóng thầu để xem xét, xử lý?",Tối thiểu 03 ngày làm việc ,Tối thiểu 04 ngày làm việc ,Tối thiểu 05 ngày làm việc ,Tối thiểu 06 ngày làm việc,1,Điểm a khoản 3 Điều 18 Thông tư số79/2025/TT-BTC
229,"Đối với lựa chọn nhà thầu không qua mạng, trường hợp cần làm rõ hồ sơ mời thầu, nhà thầu phải gửi đề nghị làm rõ đến chủ đầu tư thông qua Hệ thống mạng đấu thầu quốc gia trong thời hạn tối thiểu bao nhiêu ngày làm việc (đối với đấu thầu trong nước) trước ngày có thời điểm đóng thầu để xem xét, xử lý?",Tối thiểu 03 ngày làm việc,Tối thiểu 06 ngày làm việc,Tối thiểu 07 ngày làm việc,Tối thiểu 08 ngày làm việc,1,Điểm a Khoản 3 Điều 18 Thông tư số 79/2025/TT-BTC
230,"Đối với gói thầu dịch vụ tư vấn, phi tư vấn, mua sắm hàng hóa, xây lắp hai túi hồ sơ, nội dung nào sau đây phải có trong báo cáo thẩm định danh sách nhà thầu đáp ứng yêu cầu về kỹ thuật?","Sự bảo đảm cạnh tranh, công bằng, minh bạch trong quá trình mời quan tâm, tổ chức sơ tuyển; ",Tóm tắt quá trình tổ chức lựa chọn nhà thầu (từ khi đăng tải thông báo mời thầu đến khi trình thẩm định danh sách nhà thầu đáp ứng yêu cầu về kỹ thuật) và đề nghị của tổ chuyên gia về danh sách nhà thầu đáp ứng yêu cầu về kỹ thuật,"Đề xuất và kiến nghị của đơn vị thẩm định về kết quả đánh giá hồ sơ quan tâm, hồ sơ dự sơ tuyển",,2,Khoản 3 Điều 136 Nghị định 214/2025/NĐ-CP
231,"Đối với gói thầu mua sắm hàng hóa mẫu hồ sơ nào được sử dụng để lập E-HSMT áp dụng hình thức đấu thầu rộng rãi, đấu thầu hạn chế, chào hàng cạnh tranh theo phương thức một giai đoạn một túi hồ sơ?",Mẫu số 4A,Mẫu số 4B,Mẫu số 4C,,1,Điểm a Khoản 4 Điều 4 Thông tư số 79/2025/TT-BTC
232,"Đối với gói thầu áp dụng phương thức một giai đoạn hai túi hồ sơ, chủ đầu tư phải tiến hành mở E-HSĐXKT và công khai biên bản mở E-HSĐXKT trên hệ thống đấu thầu quốc gia trong thời hạn bao nhiêu giờ kể từ thời điểm đóng thầu?",Không quá 02 giờ kể từ thời điểm đóng thầu,Không quá 03 giờ kể từ thời điểm đóng thầu,Không quá 04 giờ kể từ thời điểm đóng thầu,Không quá 05 giờ kể từ thời điểm đóng thầu,1,Điểm a Khoản 2 Điều 29 Thông tư số 79/2025/TT-BTC
233,"Đối với gói thầu dịch vụ tư vấn, mẫu hồ sơ nào được sử dụng để lập E-HSMT áp dụng hình thức đấu thầu rộng rãi, đấu thầu hạn chế theo phương thức một giai đoạn hai túi hồ sơ?",Mẫu số 6A,Mẫu số 6B,Mẫu số 6C,,1,"Điểm a Khoản 6, Điều 4 Thông tư số 79/2025/TT-BTC"
234,"Đối với gói thầu mua sắm hàng hóa mẫu hồ sơ nào được sử dụng để lập E-HSMT áp dụng hình thức đấu thầu rộng rãi, đấu thầu hạn chế theo phương thức một giai đoạn hai túi hồ sơ?",Mẫu số 4B,Mẫu số 4C,Mẫu số 5A,,1,Điểm b Khoản 4 Điều 4 Thông tư số 79/2025/TT-BTC
235,"Đối với gói thầu áp dụng phương thức một giai đoạn một túi hồ sơ, chủ đầu tư phải tiến hành mở thầu và công khai biên bản mở thầu trên hệ thống đấu thầu quốc gia trong thời hạn bao nhiêu giờ kể từ thời điểm đóng thầu?",Không quá 02 giờ kể từ thời điểm đóng thầu,Không quá 03 giờ kể từ thời điểm đóng thầu,Không quá 04 giờ kể từ thời điểm đóng thầu,Không quá 05 giờ kể từ thời điểm đóng thầu,1,Khoản 1 Điều 29 Thông tư số 79/2025/TT-BTC
236,Các thông tin chủ yếu của hợp đồng bao gồm?,"Số hiệu hợp đồng, chủ thể hợp đồng, giá hợp đồng, loại hợp đồng","Thời gian thực hiện gói thầu theo quy định, thời gian thực hiện hợp đồng (được tính từ ngày hợp đồng có hiệu lực đến ngày các bên hoàn thành nghĩa vụ theo quy định trong hợp đồng)","Thời điểm hợp đồng bắt đầu có hiệu lực, danh sách nhà thầu phụ (nếu có), phạm vi công việc của hợp đồng, các thông tin khác (nếu có)",Bao gồm cả 3 đáp án ,4,Khoản 1 Điều 12 Thông tư số 79/2025/TT-BTC
237,Chủ đầu tư có trách nhiệm cung cấp thông tin chủ yếu của hợp đồng chậm nhất bao nhiêu ngày làm việc kể từ ngày hợp đồng có hiệu lực theo quy định?,Chậm nhất là 05 ngày làm việc,Chậm nhất là 06 ngày làm việc,Chậm nhất là 07 ngày làm việc,Chậm nhất là 08 ngày làm việc,1,Khoản 2 Điều 12 Thông tư số 79/2025/TT-BTC
238,Chủ đầu tư đăng tải danh sách ngắn trên Hệ thống mạng đấu thầu quốc gia trong thời hạn bao nhiêu ngày làm việc kể từ ngày danh sách ngắn được ban hành?,Chậm nhất là 05 ngày,Chậm nhất là 06 ngày,07 ngày,08 ngày,1,Khoản 2 Điều 16 Thông tư số 79/2025/TT-BTC
239,"Đối với lựa chọn nhà thầu không qua mạng, trường hợp cần làm rõ hồ sơ mời thầu, nhà thầu phải gửi đề nghị làm rõ đến chủ đầu tư thông qua Hệ thống mạng đấu thầu quốc gia trong thời hạn tối thiểu bao nhiêu ngày làm việc (đối với đấu thầu quốc tế) trước ngày có thời điểm đóng thầu để xem xét, xử lý?",Tối thiểu 05 ngày làm việc,Tối thiểu 06 ngày làm việc,Tối thiểu 07 ngày làm việc,Tối thiểu 08 ngày làm việc,1,Điểm a Khoản 3 Điều 18 Thông tư số 79/2025/TT-BTC
240,"Gói thầu mua sắm hàng hóa phải công khai chi tiết thông tin về các hạng mục hàng hóa trúng thầu, bao gồm các nội dung nào sau đây?",Danh mục hàng hóa; Ký mã hiệu; Nhãn hiệu; Năm sản xuất.,"Xuất xứ (quốc gia, vùng lãnh thổ); Hãng sản xuất; Cấu hình, tính năng kỹ thuật cơ bản.","Đơn vị tính; Khối lượng;  Mã Chương, mã Nhóm; Đơn giá trúng thầu.",Bao gồm cả 3 đáp án.,4,Khoản 4 Điều 20 Thông tư số 79/2025/TT-BTC
